"",gene_symbol,GSM1545535,GSM1545536,GSM1545537,GSM1545538,GSM1545539,GSM1545540,GSM1545541,GSM1545542,GSM1545543,GSM1545544,GSM1545545
ENSMUSG00000051251,Nhlh1,0.02659,0.0489,0,0.04575,0.10274,0.02279,0.0431,0.01594,0.03625,0.0404,0.17302
ENSMUSG00000051256,Jagn1,7.12537,9.8049,19.00868,12.73429,13.2878,13.61639,8.87875,10.53479,32.83936,11.14988,6.96393
ENSMUSG00000051257,Trap1a,0.07976,0,0,0,0.01712,0.05697,0.0862,0.03188,0,0.0808,0.08651
ENSMUSG00000051258,Olfr1362,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051262,Nat8f3,0.61151,0.19561,0.16031,0.71678,1.19864,0.17092,0.56031,0.82876,0.14499,0.24239,0.60556
ENSMUSG00000051276,Actrt2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051278,Zgrf1,1.83452,0,2.79405,5.49023,5.15416,1.62941,1.33612,2.91659,13.99116,2.1411,1.47064
ENSMUSG00000051279,Gdf6,0.05317,0.02445,1.41993,1.50981,1.387,0.01139,0.0862,1.84877,0,0,0.04325
ENSMUSG00000051285,Pcmtd1,65.51089,60.46764,116.91484,76.40575,55.42861,55.14922,71.37484,71.44848,86.8467,80.75586,82.35604
ENSMUSG00000051295,9630028B13Rik,0.23928,0.19561,0.16031,0.13726,0.03425,0.11394,0.1724,0.27094,0.18123,0.24239,0.25953
ENSMUSG00000051306,Usp42,34.43044,23.98656,22.53559,46.65173,36.5072,29.43191,31.66468,62.74652,41.46604,25.9356,33.2625
ENSMUSG00000051313,Olfr1262,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051314,Ffar2,0.13294,0.17116,0.0229,0,0.01712,0.18231,0.0862,0.06375,0,0.12119,0.12976
ENSMUSG00000051316,Taf7,36.82329,19.97657,13.28317,23.98927,23.85297,28.67987,40.90261,26.99838,7.75676,29.36944,48.22846
ENSMUSG00000051319,1500011K16Rik,3.93491,11.12526,8.86308,8.3116,7.26034,6.24417,2.75845,4.73348,5.72695,9.04918,5.53654
ENSMUSG00000051323,Pcdh19,2.0738,0.97805,14.17635,2.2571,2.68838,0.87737,3.30439,2.74128,249.99235,2.70667,1.73017
ENSMUSG00000051329,Nup160,47.32523,43.69417,54.73584,69.86322,54.81216,46.20456,46.79304,56.3874,99.60548,48.43736,45.24392
ENSMUSG00000051331,Cacna1c,2.76507,1.85829,37.2845,54.1703,85.80561,2.80304,4.31007,63.73466,73.07301,3.75703,3.41708
ENSMUSG00000051335,Gfod1,12.15035,30.88178,70.60694,12.15477,13.85287,20.62398,11.4217,9.13227,82.56961,16.32084,10.12149
ENSMUSG00000051339,2900026A02Rik,0.95714,0.48902,5.49649,0.68628,1.74659,0.26207,0,2.88471,0,0,0
ENSMUSG00000051340,Olfr645,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051341,Zfp52,2.20674,11.05191,14.38247,4.89546,3.27058,7.06457,4.43938,9.19602,10.54774,9.25117,4.80122
ENSMUSG00000051343,Rab11fip5,100.31354,33.74256,156.42083,56.65616,61.23346,43.18503,61.64843,60.37181,63.64892,25.08724,76.73299
ENSMUSG00000051344,Plekhm3,11.83131,17.23805,42.75808,21.56442,31.02769,15.2344,9.65457,24.01804,29.93964,17.2904,11.89491
ENSMUSG00000051346,Spryd4,4.83887,6.30839,10.1685,9.66891,8.71584,9.04721,8.30408,10.40728,9.06163,8.20082,6.22861
ENSMUSG00000051351,Zfp46,84.01558,84.18524,43.19322,54.21605,54.04161,68.9821,49.42219,57.63054,29.86714,64.839,80.10682
ENSMUSG00000051354,Samd3,0.02659,0,0,0.04575,0,0,0,0.04781,0.07249,0,0
ENSMUSG00000051355,Commd1,18.10589,22.25053,27.29921,29.60151,26.93519,20.86327,17.78624,18.12111,39.50872,17.81558,18.9886
ENSMUSG00000051359,Ncald,51.7653,9.90271,8.56536,1.2353,2.14043,24.06511,68.86062,1.70533,2.28353,9.65515,60.64242
ENSMUSG00000051361,6030498E09Rik,0,0,0.0229,0,0,0,0,0,0,0,0
ENSMUSG00000051362,Olfr589,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051367,Six1,0.31905,0.53792,2.95436,0.27451,0.06849,0.36462,0.0862,0.06375,5.25575,0.36358,0.08651
ENSMUSG00000051373,Plpp7,0.95714,0.44012,1.51153,0.19826,0.18836,0.48996,0.71835,0.11156,0.10874,0.24239,0.51905
ENSMUSG00000051375,Pcdh1,62.42677,97.3644,228.44769,15.47941,21.26733,93.6967,54.65175,16.87797,25.88003,83.17975,54.71659
ENSMUSG00000051378,Kif18b,1.01031,2.12725,7.74088,19.12431,16.54125,1.34455,0.81891,9.2279,40.59612,2.1411,1.16786
ENSMUSG00000051379,Flrt3,70.27,21.19913,19.30641,25.77359,19.14402,13.22898,20.63089,22.24896,19.79061,28.35949,75.34886
ENSMUSG00000051390,Zbtb22,26.4011,36.75005,32.61248,24.88906,22.14062,38.87792,30.21362,22.85459,30.3021,36.39872,28.07199
ENSMUSG00000051391,Ywhag,233.14324,311.72745,315.08605,442.86356,353.80473,434.64192,339.80628,571.71532,516.51312,245.94382,230.28549
ENSMUSG00000051392,Olfr1402,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051396,Hspa14,22.01421,34.01152,45.66664,57.18993,53.93887,27.84808,25.28577,50.15578,95.79959,43.46839,24.04935
ENSMUSG00000051397,Tacstd2,270.09947,388.21058,251.51003,17.21798,16.13029,250.24527,124.71919,9.99291,39.68996,423.4128,279.37904
ENSMUSG00000051401,Kctd16,0.29246,0.02445,0.50384,0,0,0.03418,0.2155,0,0,0,0.17302
ENSMUSG00000051403,Ppp1r37,75.2418,79.85739,80.3403,66.55383,65.83967,73.97288,61.56223,60.40369,51.57882,86.04802,64.23252
ENSMUSG00000051412,Vamp7,20.17969,39.63528,52.97238,23.71476,18.64744,33.53391,24.86913,21.9302,51.50633,41.24649,25.99579
ENSMUSG00000051413,Plagl2,26.74673,30.56391,28.83365,17.20273,20.00019,37.4764,29.1792,24.73523,21.4217,44.88232,27.03389
ENSMUSG00000051414,Olfr829,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051424,Olfr1184,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051427,Ccdc157,18.69081,25.60033,15.77949,26.84114,30.20577,28.12154,24.13642,29.97872,31.24451,38.33783,19.16162
ENSMUSG00000051431,Gpr87,0,0.02445,0,0.22876,0,0.02279,0.0431,0,0,0.20199,0
ENSMUSG00000051435,Fhad1,29.59156,11.49203,1.1222,12.79529,12.29464,25.64894,51.99387,31.36529,0.21748,8.36241,27.42318
ENSMUSG00000051437,Ubqlnl,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051439,Cd14,759.01167,199.81463,252.58643,13.17656,11.54121,505.85733,942.36907,23.1574,18.41324,133.9198,609.49528
ENSMUSG00000051444,Bbs12,1.75476,1.0514,5.72551,1.99783,2.29454,1.18502,1.56599,2.50221,14.20864,1.57553,1.73017
ENSMUSG00000051451,Crebzf,58.59821,48.6333,90.55461,40.71923,20.82212,34.30874,37.18158,37.27816,39.83494,62.37471,54.75985
ENSMUSG00000051452,Gm11437,0.05317,0.02445,0.0229,0,0.01712,0.02279,0.02873,0,0,0.0404,0
ENSMUSG00000051455,Meioc,0.45198,0.17116,0.43514,0.16776,0.15411,0.33044,0.47411,0.255,0.18123,0.24239,0.51905
ENSMUSG00000051456,Hspb3,0,0,0.06871,0.07625,0,0,0,0,0,0,0
ENSMUSG00000051457,Spn,0.66468,0.22006,2.49632,0.56427,0.73631,0.34183,0.47411,0.46219,14.93357,0.40398,0.38929
ENSMUSG00000051469,Zfp24,46.10222,40.41772,74.22546,64.61699,60.10331,65.17635,66.34641,63.65497,50.74515,43.83197,48.74751
ENSMUSG00000051481,Krtap31-2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051483,Cbr1,14.99519,32.12878,25.60446,29.03723,29.72631,28.58872,14.03648,22.98209,18.77571,32.92448,16.60962
ENSMUSG00000051486,Pcdhb11,1.43571,0.83134,1.53444,4.37694,7.67131,1.19642,1.27866,5.32317,0.43496,0.88876,1.55715
ENSMUSG00000051490,Foxd4,0.05317,0.02445,0,0.12201,0.08562,0.02279,0.0431,0.03188,0,0,0.04325
ENSMUSG00000051493,Olfr974,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051495,Irf2bp2,311.36282,152.35499,123.21289,239.63343,246.6633,144.42486,246.96727,242.69851,118.67116,135.53573,295.64263
ENSMUSG00000051497,Kcnj16,0.47857,0.0978,0.11451,0.10675,0.18836,0.21649,0.48848,0.19125,0.07249,0.0808,0.43254
ENSMUSG00000051498,Tlr6,1.83452,1.56487,5.7026,0.93029,0.95891,1.54965,1.09189,1.24314,11.49015,1.77752,1.85993
ENSMUSG00000051499,Zfp786,0.39881,0.51347,0.70996,0.51852,0.30822,0.78622,0.47411,0.27094,0.50745,0.36358,1.08136
ENSMUSG00000051502,Ufsp1,0.58492,3.83883,2.47342,0.71678,0.85617,1.75475,0.77581,0.62157,3.08096,2.42389,0.64881
ENSMUSG00000051503,Gm6583,0.13294,0.0489,0.11451,0.0305,0,0.02279,0.05747,0.1275,0.28997,0.0808,0.08651
ENSMUSG00000051504,Siglech,0.26587,0.19561,0.16031,0.13726,0.17123,0.29626,0.40227,0.23906,0.28997,0.36358,0.43254
ENSMUSG00000051506,Wdfy4,0,0,1.48863,0.12201,0.10274,0.4102,0.02873,0.17531,0.07249,0.12119,0.08651
ENSMUSG00000051509,Olfr414,1.11666,0.78244,1.168,0.65578,0.85617,0.93435,1.52289,1.21126,1.5586,1.85831,1.64366
ENSMUSG00000051510,Mafg,252.31262,185.82858,183.17039,172.74409,157.63848,177.7081,212.57288,195.29994,189.60562,204.17215,237.46569
ENSMUSG00000051515,Fam181b,2.23333,0.36677,1.0764,3.24839,4.22949,0.38741,0.77581,1.62564,0,0.36358,1.55715
ENSMUSG00000051517,Arhgef39,1.01031,1.02695,6.84771,26.21586,39.94901,0.55833,1.52289,62.10902,10.33026,0.88876,1.0381
ENSMUSG00000051518,Rps19bp1,14.49003,13.32587,17.56585,17.98051,13.39054,15.656,15.74614,13.40356,31.78821,13.45258,13.10603
ENSMUSG00000051527,Usp29,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051528,Olfr424,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051537,Gm5124,1.70158,2.29841,0.36643,0.73203,0.85617,2.97396,2.24124,0.86063,0.25373,2.94906,1.34088
ENSMUSG00000051550,Zfp579,13.00115,11.00301,15.73369,5.07847,6.50691,9.45741,9.94191,7.47476,15.33228,14.05855,13.7981
ENSMUSG00000051557,Pusl1,17.2551,16.18665,15.57338,13.64933,8.63022,13.22898,15.6743,14.6467,16.60091,13.93735,16.78264
ENSMUSG00000051579,Tceal8,62.42677,38.41272,62.2248,70.25973,58.83618,47.53771,61.30363,55.57458,139.40417,42.62003,63.92974
ENSMUSG00000051582,Otud6a,0.10635,0,0.0229,0.07625,0,0.03418,0.1293,0,0,0.0808,0.04325
ENSMUSG00000051586,Mical3,8.77378,5.4526,8.01571,17.11123,23.63036,3.93109,4.75545,17.62704,12.86752,4.3226,3.37383
ENSMUSG00000051590,Map3k19,0.10635,0.0978,0.13741,0.04575,0.03425,0.04558,0.0431,0.01594,0,0.0404,0
ENSMUSG00000051591,Olfr697,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051592,Ccnb3,0,0,0.0458,0,0,0,0,0,0,0.0404,0.04325
ENSMUSG00000051593,Olfr272,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051596,Otop1,0.55833,0.26896,0.45804,0.0915,0.06849,0.59251,0.81891,0.04781,0.4712,0.0808,0.51905
ENSMUSG00000051599,Pcdhb2,0.02659,0.41567,0.38933,1.12855,1.54111,0.45578,0.0862,1.25907,0.10874,0.24239,0.4758
ENSMUSG00000051611,Olfr112,0,0.02445,0,0,0,0,0,0,0,0,0
ENSMUSG00000051615,Rap2a,20.09993,14.40172,43.94899,47.41426,58.45946,22.62941,24.22262,50.28328,70.31828,11.06909,17.69098
ENSMUSG00000051616,C230029F24Rik,0.15952,0.0978,0.11451,0.04575,0,0.07976,0.14367,0.07969,0.03625,0.20199,0.08651
ENSMUSG00000051617,Krt9,0.02659,0.02445,0.32063,0.62528,0.42809,0.01139,0.01437,0.54188,0,0,0
ENSMUSG00000051618,Ubqln3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051627,Hist1h1e,2.10039,11.58984,0.66416,0.18301,0.2226,1.94845,0.37354,0.09563,0.36247,3.67623,0.90834
ENSMUSG00000051648,Kctd19,0.2127,0.56238,0.38933,0,0,0.58112,0.28734,0.04781,0.07249,0.28279,0.5623
ENSMUSG00000051650,B3gnt2,15.68645,72.83992,29.56651,37.6386,22.02076,35.6191,12.29808,27.69963,25.55381,48.39696,19.63742
ENSMUSG00000051652,Lrrc3,4.04126,1.58932,5.22166,6.40527,8.5446,2.76886,3.11762,6.91694,0.18123,1.49473,2.68176
ENSMUSG00000051663,Pcdhb1,0.15952,1.1492,0,0.04575,0.01712,0.52415,0.10057,0.01594,0,1.29274,0.38929
ENSMUSG00000051669,AU021092,0.13294,0.0978,12.98545,0.24401,0.44521,0.39881,0.15804,0.44625,1.37737,0.32319,0.12976
ENSMUSG00000051671,Coa6,4.06784,5.59931,9.18371,5.41398,4.69183,3.24742,2.87338,2.64565,11.09144,3.99941,3.76312
ENSMUSG00000051674,Dcun1d4,12.15035,9.60929,40.97172,33.01765,22.26049,12.44276,14.41002,23.42834,42.77091,10.42272,7.43973
ENSMUSG00000051675,Trim32,8.08251,7.89771,40.05564,30.37929,27.77424,7.6229,4.95659,24.62367,45.19943,6.4233,8.08854
ENSMUSG00000051678,Pcdhb6,0.47857,0.39122,0.73286,2.62311,3.8699,0.22789,0.64651,3.42659,0.32622,0.36358,0.34603
ENSMUSG00000051680,Olfr693,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051682,Treml4,0,0,0,0.04575,0.10274,0.03418,0,0.01594,0,0,0.08651
ENSMUSG00000051687,Vmn1r73,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051695,Pcbp1,223.0401,248.15451,208.04199,261.73162,253.39282,292.34782,243.14567,213.4848,342.566,246.02461,225.96007
ENSMUSG00000051703,Tmem198,2.47261,2.64072,0.98479,6.84754,8.2535,1.90288,2.88775,13.43544,1.70359,2.1007,1.64366
ENSMUSG00000051705,Senp8,0.23928,1.12475,3.16048,0.59478,0.75343,1.00271,0.51721,0.55782,5.83569,2.1815,0.4758
ENSMUSG00000051706,Olfr1325,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051716,Apon,0.18611,1.22256,0.13741,0.0915,0.13699,0.48996,0.28734,0.09563,0.25373,0.48478,0.34603
ENSMUSG00000051721,BC068281,2.25991,3.39871,5.06135,3.06538,3.98976,2.60933,1.68093,3.49034,6.16191,3.95902,2.94129
ENSMUSG00000051726,Kcnf1,0.55833,3.78993,11.58842,1.25055,0.94179,1.34455,0.35917,1.53001,15.15105,0.60597,0.25953
ENSMUSG00000051727,Kctd14,0.8242,1.46707,1.44283,0.70153,0.83905,1.07108,0.79018,0.17531,0.4712,0.52518,1.55715
ENSMUSG00000051728,4930563D23Rik,0.02659,0.02445,0,0.01525,0.05137,0,0.07183,0.04781,0.03625,0,0
ENSMUSG00000051729,Gm5087,0,0,0,0.01525,0,0,0,0.01594,0,0,0
ENSMUSG00000051730,Mettl5,5.68966,7.16418,10.35172,9.02838,9.58913,8.46609,8.05984,7.76163,8.84415,9.73595,9.7322
ENSMUSG00000051732,Pabpc2,0,0,0.0229,0.01525,0,0,0,0,0,0,0
ENSMUSG00000051735,Rinl,0.53174,0.58683,0.43514,0.30501,0.20548,0.34183,0.1724,0.22313,0,0.24239,0.43254
ENSMUSG00000051736,Fam229b,1.43571,0.88024,1.30542,5.35298,6.48979,1.52686,1.36486,6.72569,5.79945,0.76756,1.38414
ENSMUSG00000051747,Ttn,1.96745,0.58683,30.43679,1.09805,1.95207,0.97992,2.87338,1.78502,1.12364,0.96956,0.82183
ENSMUSG00000051748,Wfdc21,0,0,0.09161,0,0,0.01139,0,0.01594,0.14499,0,0
ENSMUSG00000051758,4930544M13Rik,0.02659,0,0,0.15251,0.08562,0.02279,0.01437,0.11156,0.03625,0.0404,0
ENSMUSG00000051768,Xrcc1,34.96218,31.00403,23.61199,40.26171,42.7915,31.23223,30.9176,25.9943,42.3722,28.64227,34.81965
ENSMUSG00000051769,Wfdc15a,0,0,0,0.0305,0.08562,0.05697,0.0431,0.03188,0,0.0404,0
ENSMUSG00000051777,Iqcj,0.05317,0,0.0458,0.01525,0,0.01139,0.01437,0,0,0,0.04325
ENSMUSG00000051786,Tubgcp6,27.03919,26.45612,34.62786,24.55354,24.07557,28.13294,28.8344,22.45615,72.71055,42.37764,29.88867
ENSMUSG00000051788,4930564D02Rik,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051790,Nlgn2,24.16777,47.6797,68.93509,120.83088,138.99105,44.56376,28.15915,181.76888,70.39077,56.39579,23.83308
ENSMUSG00000051793,Olfr284,0.02659,0,0.0229,0.04575,0.11986,0.03418,0.01437,0.04781,0.10874,0.0404,0.04325
ENSMUSG00000051802,Krtap19-5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051804,Adam6b,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051811,Cox6b2,0.79762,1.98054,1.32832,5.39873,4.70895,1.74335,0.87638,4.79723,0.03625,1.73712,1.12461
ENSMUSG00000051817,Sox12,2.81824,11.98105,11.97776,12.58178,11.21586,11.04124,2.81592,7.63413,11.12769,11.31148,3.63335
ENSMUSG00000051827,Rhox2a,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051832,E230016K23Rik,0.07976,0.0978,2.35891,0.18301,0.01712,0.15952,0.20114,0.07969,0.50745,0.24239,0.12976
ENSMUSG00000051839,Gypa,0,0,0,0.01525,0,0,0.01437,0,0,0,0
ENSMUSG00000051844,B230319C09Rik,0.74444,0.73353,0.52675,0.07625,0.08562,0.55833,0.70398,0.06375,0.36247,0.84836,0.77858
ENSMUSG00000051851,Cxx1c,0.39881,0.26896,1.0764,3.30939,4.55484,0.37602,0.43101,3.01222,0.21748,0.68677,0.5623
ENSMUSG00000051853,Arf3,250.87691,338.06132,294.1307,238.38288,200.13889,326.42867,229.71261,209.0382,306.10199,315.18621,207.8798
ENSMUSG00000051855,Mest,0.63809,1.58932,2.86275,20.72563,11.98642,2.49539,3.43369,9.03665,22.90781,3.19145,1.85993
ENSMUSG00000051860,Samd7,0.13294,0.02445,0,0.061,0.03425,0.01139,0.0431,0.09563,0.03625,0,0
ENSMUSG00000051864,Tbc1d22a,48.73436,46.23709,34.76527,36.3728,34.46951,43.68638,34.46623,27.30119,35.44911,39.14579,36.93911
ENSMUSG00000051877,Vmn2r72,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051879,Krt71,0,0.66018,0.16031,5.26147,5.11991,0.79761,0.1293,4.49442,0.03625,22.82494,0.21627
ENSMUSG00000051890,Klhdc1,7.52418,6.69961,5.84002,3.00438,3.27058,3.64623,4.06584,3.61785,2.46476,3.63583,7.95878
ENSMUSG00000051896,Tex37,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051900,Abca16,0,0.02445,0.0229,0.04575,0.01712,0,0,0.04781,0,0.0404,0.04325
ENSMUSG00000051906,Cd209f,0.05317,0,0.0458,0.30501,0.23973,0.35323,0.33044,0.39844,0.07249,0.52518,0.51905
ENSMUSG00000051910,Sox6,11.16663,2.88523,2.56503,0.65578,0.70206,8.11286,6.49385,1.05188,1.15989,1.53513,9.99173
ENSMUSG00000051917,Tas2r144,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051920,Rspo2,0,0.12226,0.06871,0.01525,0.03425,0.02279,0.05747,0.03188,1.26863,0.20199,0.08651
ENSMUSG00000051934,Spats2,25.01856,37.8259,40.7198,71.60179,56.78136,40.87195,24.06458,80.24606,65.06253,44.84192,30.40772
ENSMUSG00000051936,Prss58,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051940,5031410I06Rik,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051950,B3glct,7.94958,4.64571,32.68119,20.0241,26.59272,8.70537,10.71772,20.86238,36.21029,2.90867,6.31512
ENSMUSG00000051951,Xkr4,0.05317,0.12226,0.64126,8.37261,15.83919,0.11394,0.11494,14.93358,1.41361,0.32319,0.25953
ENSMUSG00000051952,Olfr371,0.13294,0.0489,0.0229,0,0,0,0.02873,0.01594,0,0,0.04325
ENSMUSG00000051956,Rnf133,0.05317,0.0489,0,0.01525,0,0.10255,0.10057,0,0,0.0808,0.08651
ENSMUSG00000051965,Nanos2,0,0,0,0,0.01712,0,0,0.01594,0,0,0
ENSMUSG00000051969,Tlr11,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051977,Prdm9,5.63649,4.18114,11.10748,1.66232,2.36304,3.87412,4.88475,2.18346,7.93799,4.44379,8.99688
ENSMUSG00000051978,Erich1,3.88173,5.89272,8.17602,2.50111,3.25346,4.78568,2.62915,1.38658,11.9976,5.89813,5.01749
ENSMUSG00000051980,Casr,0,0.0489,0,0.15251,0.01712,0.01139,0,0.15938,0,0,0
ENSMUSG00000051984,Sec31b,17.01581,4.18114,6.96222,3.72116,3.61305,5.83397,14.82666,6.34318,0.83367,4.12061,15.48501
ENSMUSG00000051985,Igfn1,0,0,0.09161,0.01525,0.03425,0,0,0,0.03625,0,0
ENSMUSG00000051986,A530006G24Rik,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051989,Smim11,6.00871,11.05191,11.22199,18.42278,16.2844,8.67119,5.56,13.19637,15.87598,9.08958,7.1802
ENSMUSG00000051998,Lax1,0.34563,0.12226,0.22902,0.47277,0.73631,0.15952,0.1293,0.65344,0.10874,0.28279,0.21627
ENSMUSG00000052012,Olfr796,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052013,Btla,4.04126,0.48902,2.3131,0.04575,0.06849,0.71785,2.78718,0.11156,0.14499,0.40398,3.37383
ENSMUSG00000052014,A330070K13Rik,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052026,Slc6a7,0,0.14671,0.22902,0.01525,0.01712,0.02279,0.0431,0.01594,0.39871,0.0404,0.12976
ENSMUSG00000052031,Tagap1,12.33647,27.94764,26.31443,9.80617,7.82542,22.242,12.31245,11.17229,33.31057,38.33783,15.96081
ENSMUSG00000052033,Pfdn4,13.37337,10.00051,21.13857,26.10911,21.90089,12.9783,13.56237,24.16147,23.95896,11.10949,13.40881
ENSMUSG00000052040,Klf13,215.54251,193.31063,202.17907,359.0765,284.8486,213.1221,202.88958,360.17492,79.63364,126.93092,211.34014
ENSMUSG00000052056,Zfp217,209.26793,125.55655,121.74716,35.96103,32.8599,97.05806,98.60014,45.26292,32.98435,97.52109,111.85543
ENSMUSG00000052058,Olfr901,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052062,Pard3b,19.88723,8.48454,10.69525,15.3269,21.78103,13.33153,14.89849,20.22488,14.46237,6.4637,14.40366
ENSMUSG00000052075,1700029F12Rik,0.66468,0.39122,0.41224,0.16776,0.17123,0.45578,0.58904,0.47813,0.03625,1.05035,0.99485
ENSMUSG00000052085,Dock8,159.76254,79.39282,49.83481,4.92596,4.64046,132.22139,158.1941,6.08818,29.68591,63.90984,134.60715
ENSMUSG00000052087,Rgs14,0.37222,1.22256,0.87028,1.02179,0.49658,0.56972,0.2586,0.47813,0.28997,0.72717,0.34603
ENSMUSG00000052099,Prss51,0.05317,0,0.18322,0,0.05137,0,0,0,0,0,0
ENSMUSG00000052102,Gnpda1,8.24204,8.21558,25.37544,7.51857,8.78433,5.62887,6.59441,7.156,19.82685,6.5849,9.60244
ENSMUSG00000052105,Mtcl1,35.99908,7.72656,14.56569,51.57769,68.40818,10.03852,15.68867,50.61797,50.96263,5.25176,22.05965
ENSMUSG00000052117,D630039A03Rik,3.85515,16.55341,3.29789,2.82137,3.78428,12.7618,3.92217,3.34691,0.97866,19.26991,6.09885
ENSMUSG00000052125,F730043M19Rik,0.90397,0.90469,14.88632,11.36173,8.71584,0.79761,1.42232,11.07667,8.80791,1.45433,0.95159
ENSMUSG00000052131,Akr1b7,0.07976,0,0.09161,0.07625,0.08562,0.05697,0.07183,0.1275,0,0.16159,0.08651
ENSMUSG00000052133,Sema5b,0.10635,0.14671,1.53444,0.30501,0.71918,0.15952,0.15804,0.94032,0.76118,0.20199,0.12976
ENSMUSG00000052135,Foxo6,0.37222,0.88024,1.90087,2.4401,2.65413,1.59523,0.44537,1.7372,4.89328,1.37354,0.51905
ENSMUSG00000052137,Rbm12b2,12.28329,12.64123,20.3599,9.3029,9.91448,9.33207,16.06221,14.08888,27.58361,16.84602,15.96081
ENSMUSG00000052139,Bre,3.64245,9.14472,8.01571,6.51203,8.75008,12.7732,9.29539,8.98883,13.91867,12.76581,6.92068
ENSMUSG00000052142,Rasal3,0.10635,0.0489,0.11451,0.10675,0.05137,0.07976,0.11494,0.49407,0.03625,0.24239,0.12976
ENSMUSG00000052144,Ppp4r2,61.23034,62.64379,120.23563,77.29028,60.85674,77.45958,72.49545,103.14846,128.63895,75.98888,66.17896
ENSMUSG00000052146,Rps10,734.60461,883.29706,608.14036,729.8045,621.97509,760.59202,651.22354,554.16797,548.59131,720.17746,724.24874
ENSMUSG00000052151,Plpp2,145.43204,112.71971,123.09838,32.74314,29.77768,139.30874,146.98791,23.14147,81.98966,89.48186,133.00674
ENSMUSG00000052155,Acvr2a,31.34632,18.4117,41.68168,54.64307,62.53484,26.85676,38.00049,50.23547,30.77331,21.73419,33.8248
ENSMUSG00000052160,Pld4,0.15952,0.12226,0.36643,2.59261,1.25001,0.37602,0.33044,1.56189,0.07249,0.56557,0.43254
ENSMUSG00000052180,Serpinb6c,0,0.0489,0.27482,0.19826,0.17123,0.09116,0.0431,0.255,0,0.0808,0
ENSMUSG00000052182,Olfr849,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052187,Hbb-y,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052212,Cd177,3.64245,0.29341,0.16031,0,0.01712,0.8318,3.10325,0.01594,0.03625,0.16159,2.50875
ENSMUSG00000052214,Opa3,27.06578,30.68617,33.71178,44.16588,48.23676,40.75801,36.59253,50.10797,60.31423,30.66218,21.58386
ENSMUSG00000052217,Hbb-bh1,0.02659,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052221,Ppp1r36,3.93491,2.66517,1.30542,2.83662,2.38016,3.39555,3.46243,2.9644,0,2.58548,4.41193
ENSMUSG00000052229,Gpr17,0,0.02445,0.43514,0.0305,0.10274,0,0,0.09563,0,0.16159,0.04325
ENSMUSG00000052234,Epx,0,0.02445,0,0,0.03425,0.02279,0,0.01594,0,0.0404,0
ENSMUSG00000052236,Gm9871,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052248,Zeb2os,0.10635,0.02445,0.22902,0.04575,0.06849,0.09116,0.0862,0.07969,0.94241,0.28279,0.08651
ENSMUSG00000052253,Zfp622,71.22714,52.9367,52.60595,49.21384,40.39422,48.85947,47.26715,33.97907,42.40845,43.38759,53.89476
ENSMUSG00000052270,Fpr2,0,0.02445,0.0458,0.0305,0.01712,0.01139,0,0.03188,0,0.0404,0
ENSMUSG00000052271,Bhlha15,3.19047,5.25699,0.73286,0.62528,0.95891,6.27835,5.58873,0.46219,0.28997,3.75703,3.41708
